Cidade,Categoria,Nome,Rating,Endereço,Tipos,Latitude_Nova,Longitude_Nova,Total_Reviews_Novo
Oliveira de Azeméis,cafe,Mr. Coffee,4.4,"Av. Dr. Aníbal Beleza 143, 3720-251 Oliveira de Azeméis, Portugal","cafe, bar, store, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Cafetaria - Grão D'Caffé,4.4,"Edf. Arco Iris, R. Domingos José da Costa 331 R/C Loja B, 3720-284 Oliveira de Azeméis, Portugal","cafe, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,O Petisco,4.3,"R. Cipriano Nuno Martins 285 3720, Oliveira de Azeméis, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,C.C Café - Oliveira de Azeméis,4.5,"Rua do Clube Desportivo de Cucujães, Oliveira de Azeméis, Portugal","cafe, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Bellcanto xxv - Oliveira de Azeméis,4.7,"R. Dr. Manuel Arriaga 25 Fração BF, 3720-233 Oliveira de Azeméis, Portugal","cafe, store, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Cantinho Doce,4.4,"R. Dom Manuel Correia Bastos Pina, Oliveira de Azeméis, Portugal","cafe, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Chá Chic,4.2,"R. Dr. Bento Carqueja, Oliveira de Azeméis, Portugal","cafe, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Eskemas Café,4.0,"Av. Ernesto Pinto Basto 70, 3720-210 Oliveira de Azeméis, Portugal","bar, liquor_store, store, restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Tasquinha do Rocha,3.8,"R. 16 de Maio 139, 3720-246 Oliveira de Azeméis, Portugal","cafe, store, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,O Escritório Restaurante Café-snack bar,4.5,"Estrada nacional ic2 caniços travanca, 3720-467 Oliveira de Azeméis, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Paraíso caseiro,4.5,"R. António Alegria 3720, 3720-234 Oliveira de Azeméis, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Sportus Caffe - Oliveira de Azeméis,4.3,"R. Comissão Patriótica 162, Oliveira de Azeméis, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Casa Velha,4.4,"R. Comendador António da Silva Rodrigues 624, 3720-502 Oliveira de Azeméis, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Feitoria dos Sentidos,4.6,"R. Dr. Salvador Tavares Machado 89, 3720-320 Oliveira de Azeméis, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Slice Lounge,4.5,"Clube de Tenis de Azeméis, R. da Imprensa Oliveirense, 3720-305 Oliveira de Azeméis, Portugal","restaurant, cafe, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,4° Bairro,4.6,"R. António Marques N27 D, 3720-334 Oliveira de Azeméis, Portugal","cafe, bar, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Retiro da Cerca,4.6,"R. Cerca do Mosteiro 106, Oliveira de Azeméis, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Restaurante D. Gomado,4.6,"Av. Dr. Albino dos Reis, 3720-241 Oliveira de Azeméis, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,D’bar Lounge,4.3,"R. António Marques 148A, 3720-251 Oliveira de Azeméis, Portugal","bar, cafe, food, point_of_interest, establishment",,,
Oliveira de Azeméis,cafe,Coutinho Café Snack Bar,4.7,"R. Frei Caetano Brandão 455, 3720-265 Oliveira de Azeméis, Portugal","cafe, food, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Igreja Matriz de Oliveira de Azeméis,4.6,"R. da Igreja Matriz 42, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Santuário de Nossa Senhora de La Salette,4.7,"Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Universal Oliveira de Azeméis,5.0,"R. Dr. António Luís Gomes 173 3720, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Centro Paroquial de Oliveira de Azeméis,4.0,"R. Padre Joaquim Ferreira Salgueiro 82, 3720-227 Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Igreja Evangélica Metodista Wesleyana,5.0,"R. do Cruzeiro 4, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,IGREJA EVANGÉLICA METODISTA DE OLIVEIRA DE AZEMÉIS,4.8,"R. Pintor João Marques, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,IEADPE - Igreja Evangélica Assembleia de Deus em Pernambuco - Oliveira de Azemeis/Portugal,4.5,"R. Conde Santiago de Lobão, 213 Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Igreja Adventista do Sétimo Dia de Oliveira de Azeméis,4.2,"R. Dr. Manuel Brandão 110, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Igreja de Travanca (Oliveira de Azeméis),4.5,"Travanca, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Assembleia de Deus,5.0,"R. Frei Caetano Brandão 73, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Capela de Santa Filomena (Cucujães),4.0,"Largo da Igreja, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Capela de Pinhão,4.8,"Pinhão, 3720, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Salão do Reino das Testemunhas de Jeová,4.8,"R. Dr. José Pereira Tavares 124, 3720-334 Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Igreja Matriz de Bustelo,4.7,"R. Q.ta do Covo 1136, 3720-626, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Capela de Nossa Sra. da Ribeira,5.0,"Teamonde, 3720, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Capela do Solar dos Morgados de Santo António,,"Praceta António José Basto 53, Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Salão do Reino das Testemunhas de Jeova,,"Rua Doutor Silva Pinto 346, 3720 Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Parque de La Salette,4.6,"R. Dom Manuel Correia Bastos Pina 179 3720, Oliveira de Azeméis, Portugal","tourist_attraction, park, point_of_interest, establishment",,,
Oliveira de Azeméis,church,Antiga Capela de São Lourenço,,"R. de S.Lourenço, 3720-162 Oliveira de Azeméis, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque de La Salette,4.6,"R. Dom Manuel Correia Bastos Pina 179 3720, Oliveira de Azeméis, Portugal","tourist_attraction, park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque Temático Molinológico,4.6,"R. da Ponte da Igreja 193, 3720-604 Oliveira de Azeméis, Portugal","museum, tourist_attraction, amusement_park, park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Jardim Oliveira de Azeméis,4.1,"Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Jungle Park,4.8,"perto do Intermarché, Rua Santo António, Edifício S. Pedro, 995, 3720-091 Macinhata de Seixa, Portugal","point_of_interest, establishment",,,
Oliveira de Azeméis,park,Praça da cidade,4.4,"R. Marquês Abrantes 130, 3720-255 Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque Merendas de Vilar,3.9,"Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque César Guedes,3.9,"Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque Canino de Oliveira de Azeméis,3.0,"R. Comissão Patriótica 21 3720, Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque Inclusivo,4.0,"Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque Urbano de Cavaleiros,4.2,"R. Visc. de Santiago de Riba Ul, 3720-501 Santiago de Riba-Ul, Portugal","park, tourist_attraction, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Skate Park Oliveira de Azeméis,3.7,"Av. Ferreira de Castro 3720, Oliveira de Azeméis, Portugal","point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque de Merendas,,"R. Domingos José da Costa 30, 3720 Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque de merendas,,"R. Dom Manuel Correia Bastos Pina 194, 3720 Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque D. Beatriz Oliveira,4.4,"R. Capela 267, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Jardim da Casa Bento Carqueja,3.7,"Largo República 27, 3720, Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Baloiço Parque La-Salette,3.0,"R. Domingos José da Costa 30, 3720 Oliveira de Azeméis, Portugal","tourist_attraction, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque de Estacionamento Subterrâneo da Praça da Cidade,1.0,"Av. Eng. Arantes de Oliveira 3720, Oliveira de Azeméis, Portugal","parking, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque Urbano do Rio Ul,4.5,"Av. do Vale, São João da Madeira, Portugal","tourist_attraction, park, point_of_interest, establishment",,,
Oliveira de Azeméis,park,Parque Infantil,5.0,"R. Dr. Artur Correia Barbosa, Oliveira de Azeméis, Portugal","point_of_interest, establishment",,,
Oliveira de Azeméis,park,Escadas abaixo do Mário,5.0,"Rua Dr.Silva Lima 111, 3720 Oliveira de Azeméis, Portugal","campground, lodging, park, point_of_interest, establishment",,,
Oliveira de Azeméis,natural_feature,Dinatura,,"R. 16 de Maio 14, 3720-246 Oliveira de Azeméis, Portugal","store, point_of_interest, establishment",,,
Oliveira de Azeméis,viewpoint,Parque de La Salette,4.6,"R. Dom Manuel Correia Bastos Pina 179 3720, Oliveira de Azeméis, Portugal","tourist_attraction, park, point_of_interest, establishment",,,
Oliveira de Azeméis,viewpoint,Miradouro,,"R. Dom Manuel Correia Bastos Pina 179, 3720 Oliveira de Azeméis, Portugal","tourist_attraction, point_of_interest, establishment",,,
Oliveira de Azeméis,viewpoint,Cascata da Pedra Má,4.2,"Carregosa, Portugal","tourist_attraction, point_of_interest, establishment",,,
Oliveira de Azeméis,viewpoint,Parque Temático Molinológico,4.6,"R. da Ponte da Igreja 193, 3720-604 Oliveira de Azeméis, Portugal","museum, tourist_attraction, amusement_park, park, point_of_interest, establishment",,,
Oliveira de Azeméis,viewpoint,Miradouro das Sete Cidades,4.4,"3720, Pindelo, Portugal","point_of_interest, establishment",,,
Oliveira de Azeméis,viewpoint,Jardim Oliveira de Azeméis,4.1,"Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,viewpoint,Scenic spot Frecha da Mizarela,4.7,"Mizarela, 4540 Arouca, Portugal","point_of_interest, establishment",,,
Oliveira de Azeméis,viewpoint,Cruzeiro do Santuário de Nossa Senhora de la Salette,5.0,"Oliveira de Azeméis, Portugal","point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Trilhos do Comandante,4.3,"3720-509 Santiago de Riba-Ul, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Rota das Cegonhas,4.6,"R. Padre Acúrcio 3, 3770-216 Oliveira do Bairro, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,PR7 Nas Escarpas da Mizarela,4.8,"Albergaria da Serra, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Cascata Ribeira Verde,5.0,"VGGQ+JJ, Nogueira do Cravo, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Trilho Cais-Foz,5.0,"R. Dr. Pedro Chaves, Ovar, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Parque Temático Molinológico,4.6,"R. da Ponte da Igreja 193, 3720-604 Oliveira de Azeméis, Portugal","museum, tourist_attraction, amusement_park, park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Passadiços do Rio Gresso,4.3,"EM328 1, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Eirô,4.6,"Aveiro, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Azeméis Runners,,"R. Comissão Patriótica 21, Oliveira de Azeméis, Portugal","point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Serra da Freita,4.8,"EM511, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,PR1/OFR Rota dos Rios e Levadas,4.8,"CM1272 3680, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Percurso Urbano do Caster,4.6,"R. António de Castro Corte Real 10, 4520-181 Santa Maria da Feira, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Caminho de Oliveira do Douro,5.0,"Boassas, 4690 Cinfães, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Trilho das Termas,4.4,"Caldas de São Jorge, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Parking for waterfall trail Pena Quebrada,,"CM1272 3680, 3680, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Parque de La Salette,4.6,"R. Dom Manuel Correia Bastos Pina 179 3720, Oliveira de Azeméis, Portugal","tourist_attraction, park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Poldras do Alfusqueiro,5.0,"Cambra, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Ecopista do Vouga,4.5,"3750, EM1585 96, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Passadiços de Aveiro (início),4.6,"R. da Bessadinha, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Trilho da Besta,5.0,"RRWJ+92, Candal, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,trail,Trail Terras do Conde,,"R. Dr. Anastácio Vasconcelos 11 311, Raiva, Portugal","park, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa da Milheira,4.9,"R. do Telhado 97, 3720-533 Oliveira de Azeméis, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Pool4me (Festa de Piscina),5.0,"R. João Belo 4, 3885-585 Esmoriz, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa do Castelo 1903,5.0,"Rua São João, 603/604 - Ferreiros, 3720-415 Palmaz, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,CURRAIS - Mini Hostel & Suites,4.9,"R. Vale do lobo 11, Albergaria a Nova, 3850-501 ALB, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Trebidlhadouro,4.6,"Rua Aldeia do Trebilhadouro nº112 - Roge, 3730-704 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Hotel Dighton,4.3,"Av. Dr. Albino dos Reis, 3720-241 Oliveira de Azeméis, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Watermill Moinho Garcia,4.6,"Rua do Garcia Rua do Garcia 322, 3720-475, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Solar Alegria,4.9,"R. de Casal Bom 395, 3680-211, Portugal","lodging, health, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Bloomoon House,4.9,"Tv. da Regueira Velha 5, 3870-054 Bunheiro, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Quinta das Relvas,4.6,"R. Q.ta do Alferes, 3850-503, Portugal","park, lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Mi casa,4.2,"R. Manuel Ferreira da Silva 4, 3860-210 Estarreja, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,"Alojamento em Arouca, Casa Vieira Lobo",4.9,"R. de São Miguel 680, 4540-659 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Restaurante Pensão Suissa,4.2,"Presa do Monte, 3730-302 Macieira de Cambra, Portugal","restaurant, food, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,"Casa da Aldeia, Turismo de Habitação",4.9,"Calçada da Aldeia 16, 3740-235 Sever do Vouga, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Farm Anterronde,4.7,"quinta de anterronde, 4540-710 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Be&See in River,4.9,"R. do Mimoso, 3880-771 Ovar, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Quinta de Gildinho,4.8,"4550-670 Real, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,A Fonte - Alojamento,5.0,"R. Manuel Ferreira da Silva 4, 3860-373 Estarreja, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,O Pêssego,5.0,"Rua Central de Belece 289, 4540-573, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Hostel Casa das Regadas,4.5,"Rua Hospital 250, 3030-240 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa da Torre,5.0,"R. de São Martinho 146, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa da Avó Clara Casas dos Avós,4.5,"Trebilhadouro, 3730-704 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,888Hostel&Suites,5.0,"R. António José de Oliveira Júnior 76, 3700-075 São João da Madeira, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Beachwalk guesthouse,4.9,"Região Norte, R. Gaspar Corte Real 276, 3885-580 Esmoriz, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Quinta do Candeeira,4.9,"R. Aldeia 13, 4520-524 Sanfins, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Guest House Casa S. Martinho da Gândara,4.9,"R. Manuel José da Silva 105, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa do Engenho,4.5,"R. Engenho 140, 4505-690 Caldas de São Jorge, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Nine Senses Guest House,4.2,"R. Sacadura Cabral 17, 3880-385 Ovar, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa de Coelhosa,4.6,"R. José António Martins 202, 3730-049 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Hotel Rural da Freita,4.7,"4540-013, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,PATE'O Hostel & Suites,4.6,"R. Alexandre Herculano 6, 3880-146 Ovar, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Pensão Bastos,3.6,"R. do Comendador Luís Bernardo de Almeida 12, 3730-225 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa da Ameixieira,4.8,"Lugar da, Ameixieira, 4540-513 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Furadouro Terrace Hostel,4.6,"R. do Comércio 49, 3880-372 Ovar, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Pousada Praia do Ribeiro,5.0,"Rua do Brasil, 4520-192 Santa Maria da Feira, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa Brandão,4.9,"R. Rev. António Henriques Tavares 143, 3730-040 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa da Noquinhas,4.6,"R. dos Passadouros 36, 3879-028 Bunheiro, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Furabeach Alojamentos,4.3,"Av. dos Bombeiros Voluntários do Porto 1, 3880-252 Ovar, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa Do Moinho - Ovar Portugal,4.5,"São João, Portugal","lodging, point_of_interest, establishment",,,
Oliveira de Azeméis,lodging,Casa do Caminho,4.8,Portugal,"lodging, point_of_interest, establishment",,,
Paredes,restaurant,O Brouas,4.7,"R. da Cepeda 614, 4580-073 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Restaurante O Carioca - Presuntaria Transmontana,4.7,"Alameda Dr. José Cabral 62, 4580-127 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Conversas & Travessas Restaurante Wine Bar Tapas,4.4,"Largo da Feira 71, 4580-094 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Sabores do Parque,4.7,"R. Conde Ferreira 122, 4580-407 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Tasca do s'Zé - Paredes,4.6,"R. Dona Albertina Meireles 34, 4580-352 Cristelo, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Mar na Boca,4.5,"Av. Dr. Francisco Sá Carneiro 1, 4580-104 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Invictus Café - Francesinhas,4.6,"Av. Dr. Francisco Sá Carneiro 151, 4580-104 Paredes, Portugal","cafe, restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Verde Oliva,4.9,"R. Dr. António Rangel 58, 4580-048 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Irmãos Faria - Prato do dia,4.4,"Tv. da Sra. da Guia 96, 4580-100 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Cozinha da Terra,4.7,"Lugar da Herdade 8, 4580-581, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Restaurante Travessa de Sabores,4.5,"Tv. da Igreja Velha 18, 4580-131 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Adega da Fonte Restaurant,4.3,"Av. Dr. Francisco Sá Carneiro, 4580-104 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Temos Pena,4.5,"Tv. do Casal 40, 4580-250 Madalena, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Comer e Amar,4.6,"R. Vitorino Leão Ramos 67, 4580-219 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Império dos Sabores,4.3,"R. Dr. José de Magalhães 126, Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Raj Darbar Indian Restaurant,4.9,"R. António Araújo 57, 4580-045 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Restaurante Oak Paredes,4.7,"Rua Dr. José Leite Vasconcelos, 4580-259 Madalena, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Se6senta Tapas & Petiscos,4.6,"R. Dr. José Correia n° 71 1° Drt, 4580-128 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Casa do Baixinho Restaurante,4.4,"R. do Baixinho 579, 4580-184 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,KODA,4.8,"Av. Granja da Fonseca 50, 4580-140 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Casa de Pasto - Bacalhau na Brasa,5.0,"R. Gago Coutinho 18, 4580-106 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Restaurante Tasca do Barbas,4.6,"R. Dom Afonso Henriques 57, 4580-035 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Restaurante O Patrãozinho,4.1,"Av. da Republica 195, 4580-111 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,A Gruta,4.3,"Av. da Republica 112, 4580-193 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Adega Pacheco - Prato do dia,4.3,"Tv. de São José 14, 4580-113 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Churrasqueira Oliveirinha,4.5,"Av. Central de Oural, 4580-072 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Cozinha da Zéza,4.3,"Av. Amália Rodrigues 66, 4580-014 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,La Trattoria di Paolo,4.6,"Rua Carreiro Da Lama 28, 4580-133 Castelões de Cepeda, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Churrasqueira AvenidaParedes,4.5,"Av. da Republica 206, 4580-113 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Steakhouse Churrasqueira Nacional Paredes - Mouriz,4.6,"R. Central de Mouriz 550, 4580-596 Mouriz, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Taberna Animar,4.4,"R. Dom Gabriel de Sousa 415, 4580-105 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Praça Snack Bar Lounge,4.4,"Praceta palácio da justiça n 1, 4580-130 Paredes, Portugal","restaurant, bar, food, point_of_interest, establishment",,,
Paredes,restaurant,Taberna dos vícios,4.7,"R. Dr. José Firmino 10, 4580-129 Paredes, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Solar da Brita,4.5,"R. da Forca 86, Louredo, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Churrasqueira Central de Paredes,4.1,"Rua Dr. José Leite Vasconcelos 2D, 4580-131 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Preguinho on Wheels Paredes,4.6,"Av. da Republica 163, 4580-193 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Neto Paredes,4.3,"Rua Dr. António Mendes Moreira 45, 4580-044 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Grab&Go de Paredes,4.1,"Av. Comendador Abílio Seabra 174 4580, 4580-008 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Taberna do Careca,4.4,"R. do Engenho Velho, 4580-319 Cete, Portugal","restaurant, food, point_of_interest, establishment",,,
Paredes,restaurant,Art Caseira,4.4,"R. 1º de Dezembro, 4580-007 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,
