Cidade,Categoria,Nome_Local,Autor,Texto,Data,Rating
Matosinhos,restaurante,Restaurante O Valentim,Irene Li,"Absolutely delicious! The food tasted amazing…so yummy! 🤤💁‍♀️🥰😍👏Ohhh!
The server did a great job and spoke fluent English. We had a fantastic dinner and I’d love to come back again!",2 weeks ago,5
Matosinhos,restaurante,Restaurante O Valentim,BSC YB FOREVER,"We went to that Restaurant tonight.
we ordered swordfish. it had the consisctency of a shoe and wasnt very appetizing. the calamares tasted good. then we got a mixed salad wich was mostly oil. The Grilled makarel we ordered tasted pretty good. the grilled codfish was swimming in oil, wich is normal here but it was so salty i had to leave most of the fish uneaten. the crisps werent crispy at all and weren‘t salted propperly. the vegetable spaghetti were okay but nothing special, i coud‘ve cooked that at home myself.
this restaurant should and could improve. ( it has the potential for it)",a week ago,2
Matosinhos,restaurante,Restaurante O Valentim,C R,"Delicious fresh seafood restaurant in Matosinhos. Our server explained and showed us the fish and how we order by the kg for some. They grilled it outside and it was fabulous! Easy to find off the 500 bus from Ribeira Riverfront in Porto. Fresh sea bass and sardines. Also had the cod served with potatoes. Tomato rice was a hit, too. Definite recommend.",6 months ago,5
Matosinhos,restaurante,Restaurante O Valentim,Thomas Fuchs,Perfect start on the caminho. Very friendly staff. Rooms are normally good but i took the triple as a double and like that the room is too small. Bathroom way too small. But still perfect place for the caminho. If you take a normal twin/double its great to stay,5 months ago,4
Matosinhos,restaurante,Restaurante O Valentim,Sylwester Radomski,"The waiter said we have to wait 20 min to have a table. Then, that we have to wait. after 40 min he said, we are almost there. After one hour we gave up. At the same time the other guests st the table where playing cards. Maybe they just do not like foreigners?
He could directly said it is more than one hour wait time.",4 months ago,2
Matosinhos,restaurante,Meia-Nau Matosinhos,Jieran Meng,"Amazing food, friendly service, and lovely atmosphere. I had the grilled octopus for the main and shrimp croquettes as a starter. The octopus was delicious, juicy and sweet with caramelised meat. It was paired beautifully with potatoes, olives, peppers, and eggs. The seating outside was lovely, being able to smell all the seafood grills from other restaurants nearby.",5 months ago,5
Matosinhos,restaurante,Meia-Nau Matosinhos,Maria McCabe,"Excellent food, excellent service, perfect meal. The fish was so fresh it practically swam onto my plate! Servers were attentive and really helped us with ordering and pairing a nice wine. The place was completely full but thankfully we made reservations. This is a great area to visit for seafood, but this restaurant had something special and I owe it to the staff!
We ordered Sardines, Dorset and a lovely wine.",9 months ago,5
Matosinhos,restaurante,Meia-Nau Matosinhos,Lynn,"Wanted to make a reservation at this outlet but booked the one at Porto instead. The manager was very kind to still offer us ( couple) a table. We had grilled mackeral , seafood rice and some vegetables. The food was delicious! Had dessert ( pudding with lime sorbet ) which was refreshing and delicious ! My best meal in Porto thanks to a local’s recommendation. The staff were all very helpful and friendly. We enjoyed dining at this restaurant very much and will highly recommend it !",5 months ago,5
Matosinhos,restaurante,Meia-Nau Matosinhos,Wowa,"We have been here with 11 people (on the terrace). What a wonderful experience. It was not the cheapest option (800€) but we ate like kings( oysters, clams, turbot, wine, squid, tiger prawns). My friends from Germany were amazed about freshness, quality and taste. The highlights were clearly the clams and the prawns in orange sauce.
Amazing staff as well.",7 months ago,5
Matosinhos,restaurante,Meia-Nau Matosinhos,Markus R,"What a fantastic restaurant! Hands down the best seafood lunch we had this time in Portugal! Beware when you book a table, there are two locations! I booked the wrong one in Porto town…special thanks to Hugo who was very accommodating even though fully booked on a Mother’s Day and after some waiting we managed to get a table for us 4. We built up some appetite - Hugo took our order during the waiting time once a table was almost ready, so when we took a seat our food was about ready to be served! The freshness, quality and flavour are top notch really - we had mussels, shrimps in a butter-lemon sauce, sole fish, squid and the seafood rice. Lots of herbs add to the flavours! Paired with a green wine - pure happiness! It’s a gem of a restaurant (as confirmed by locals next tp us) with a fantastic team and service. Book it today!",11 months ago,5
Matosinhos,restaurante,Restaurante O Lusitano,Yen Giap,"More than just fresh seafood! Well cooked and grilled! Not everyone lucky enough to get here, if you’re around or visiting the fish market… don’t miss it! Worth every penny!",4 months ago,5
Matosinhos,restaurante,Restaurante O Lusitano,Adriano Chessa,"Cosy place ran be a local couple.
Food was very good and fish was fresh, we had a 1.5kg rodovalho which was shared by 4 people.
Staff was friendly, service was quick. No complaints",5 months ago,5
Matosinhos,restaurante,Restaurante O Lusitano,Jonas Asp,"I had the lunch of my dreams! Cosy, authentic and bustling little place that serves the freshest fish you can imagine straight from the grill. The staff is so friendly! It’s located at a street full of great fish restaurants, some more fancy some more relaxed. This is one of the more relaxed ones. We had the grilled sardines and grilled octopus, grilled pepper salad and a tomato salad and roasted potatoes - everything was so incredibly delicious, and at bargain prices! And don’t miss out on the creme brûlée which of course is also prepared on the grill.",a year ago,5
Matosinhos,restaurante,Restaurante O Lusitano,Caitlin Disken,"Everything about O Lusitano was incredible! The fish was freshly grilled, we had salmon and mackerel with salad and potatoes and it was all incredible! Really good value too and big portions, would definitely recommend and go again. Thanks for a great meal!",a year ago,5
Matosinhos,restaurante,Restaurante O Lusitano,Rock Bottom Production,"They let you to choose your own fish. We had squid and halibut, were so fresh and grilled nicely done. We wanted to have some sardines as well but they didn’t have them any cuz it was not season, we were told if some place serve means they are frozen. I can definitely trust them.👍",10 months ago,5
Matosinhos,restaurante,Restaurante Os Lusíadas,Sultan Al Banna,"When In Matosinhos you can rarely go wrong with seafood , it’s home to superb restaurants that showcase fresh local produce rivaling even neighboring Spain , Os Lusiadas is no exception, offering an exceptional emphasis on quality",in the last week,5
Matosinhos,restaurante,Restaurante Os Lusíadas,Francisco Pimentel Serra,"I had an amazing experience at Restaurante Os Lusíadas in Matosinhos! Their arroz de marisco is absolutely fantastic – packed with a great variety of fresh fish and served in generous portions. The flavors were incredible and truly showcased the quality of the ingredients.

The employees were super attentive and friendly, always making sure my glass was never empty and paying close attention to every detail. Their care and professionalism really stood out.

The restaurant itself has a lovely ambiance – beautifully decorated with a modern yet cozy design. Plus, their extensive wine collection adds an extra touch of elegance to the dining experience.

This is definitely a must-visit for seafood lovers in the Porto area. Highly recommend!",4 months ago,5
Matosinhos,restaurante,Restaurante Os Lusíadas,W. Rivera,You want to capture Portugal’s fine dining seafood experience? Then you must try Os Lusiadas. From Portugals coast right to your plate; it doesn’t get any fresher than that.  Charming staff in an elegant setting… Will definitely return!,6 months ago,5
Matosinhos,restaurante,Restaurante Os Lusíadas,mandeep kohli,"Wow!  If you like seafood, this is the place.  And the service was excellent, attentive and professional.",a month ago,5
Matosinhos,restaurante,Restaurante Os Lusíadas,Viktoriia Pshenyshna,Fresh super delicious seafood! Highly recommend! Nice service.,a month ago,5
Matosinhos,restaurante,Restaurante Tito I,Karen M,"The food was delicious and the service was exceptional! We ordered bread, tuna pate, vinho verde, and a Robalo to share between 2 of us. The fish came with potatoes and sautéed cabbage. It was all very, very good! Desserts looked delicious but we were too full. Next time!",2 months ago,5
Matosinhos,restaurante,Restaurante Tito I,Elena Perry,"Great place to stop for a fresh seafood meal in Matosinhos. The service was friendly, prices were fair, and the food was delicious. We will be dreaming of this meal for a while!",4 months ago,5
Matosinhos,restaurante,Restaurante Tito I,Charvie,Incredible food. Best I’ve had while travelling in years. Golden bream perfect to share for two. All fish to share come with vegetables and potatoes that are exquisitely cooked in olive oil and delicious. Dessert we tried was a 10/10. Worth going out of your way to come here or visit when doing a tour of the sardine factory.,2 months ago,5
Matosinhos,restaurante,Restaurante Tito I,Nicolas G,"One of my favourite place to eat in Porto!

It is a great place for a fresh seafood meal in Matosinhos. The service is friendly, prices are fair, and the food is always delicious.

Looking forward to coming back for the 6th time.

Thanks!!",2 weeks ago,5
Matosinhos,restaurante,Restaurante Tito I,Tanya Behrendt,"Tops. Loved every minute of this! The wine, the food, the service, mmmm could go back anyday 🥰",5 months ago,5
Matosinhos,restaurante,Salta O Muro,Inga Petri,"This is a family restaurant serving a variety of fresh grilled fish. The potatoes were well seasoned, the vegetables well prepared and flavourful. The grilled fish options for 1 or 2 people were great. Highly recommend for a casual, family style experience. It is a quick Uber ride from downtown.",2 months ago,5
Matosinhos,restaurante,Salta O Muro,Lynda Milina,"We were given a recommendation from Pão da Terra Cafe and so happy we asked!
This little place served us grilled peppers, fresh sea bass, cooked cabbage and to die for potatoes!  Paired with a vinho Verde.
The servers were friendly and very professional.
I don't mean this in a bad way but this place is not fancy, but don't let that fool you, it was one of the best meals we had!",a month ago,5
Matosinhos,restaurante,Salta O Muro,Justin Paul,"It’s good, they serve you a whole fish here. Portions are big if you are eating alone. Everything was good but It felt a bit too oily.",5 months ago,4
Matosinhos,restaurante,Salta O Muro,Suzanne Palmer,"The best spot for local ambiance,  delicious food, and great choices. If you ask you can have fresh grilled fish.",a month ago,5
Matosinhos,restaurante,Salta O Muro,Michael Harrison,"Amazing locals restaurant with incredible food. Great quality fish cooked really well. Soups, sides and desserts also very well executed. Great value and great service.",a week ago,5
Matosinhos,restaurante,Restaurante Teresa,Steve McDaniel,"Looking for some fresh seafood lunch after a visit to the Mercado and certainly found it here. Perfect day for an outdoor meal. We were seated quickly and our waiter was most attentive. We started out with a nice verdhe wine and an offering of octopus salad, cod salad, and olives. All of which were delicious. We had the sea bass, which was served whole, moist and tender. We also had the shrimp and calamari kebab which was also as fresh as the sea. Leaving town today but would definitely come back if the opportunity arose. #stevensleavin",5 months ago,5
Matosinhos,restaurante,Restaurante Teresa,iliya pezeshki,"I tried the pimento Padrão, the polvo salad, and the grilled Robalo. A good experience, but not life changing. I guess for 11-13€ you can’t expect more than what I got in the picture. Or maybe you can, as I have.",4 months ago,3
Matosinhos,restaurante,Restaurante Teresa,Verónica Díaz,"We passed by and decided to stop to rest and have a little bite. We liked a lot. The prices were good compared to other places in the area, it was very clean and the service was top, the lady that served us was super nice. The food was tasty, we ordered a sausage and squids, it was fresh and nice also the paper salad and the olives were top. They also have very nice corn bread. We recommend trying this place.",2 years ago,5
Matosinhos,restaurante,Restaurante Teresa,Olha Diachek,"Excellent service. The waitress was very welcoming and friendly. The food was good, with a decent selection of desserts. However, compared to other restaurants where I've ordered seafood, the presentation here is quite simple. Just squid and plain boiled potatoes.",a year ago,4
Matosinhos,restaurante,Restaurante Teresa,Peter Chang,"We are looking for seafood and accidentally found this restaurant.  The atmosphere is great and food is delicious.  We have half portion of sardines, half portion of squid and whole turbo with sangria.  The cost is about €65. They charcoal grill the food we order. The owner even brought us back to their kitchen to view where they charcoal grill their food. Food was delicious and fresh. Price cost are reasonable and large choice of seafood compare to the strip of restaurant in that area. If you are looking for good food and nice atmosphere this is a must to try.",a year ago,5
Matosinhos,restaurante,O Filipe,Dr Gregorio De Carvalho,"Highly recommend this outstanding fish restaurant in Porto for a delicious dining experience. Exceptional fish selection, excellent wines, and attentive service. Make a reservation in advance to avoid missing out on this unforgettable experience.",a year ago,5
Matosinhos,restaurante,O Filipe,Aar Bee,Very good seafood restaurant; great service and incredibly low prices for the high quality.  Highly recommended.,a year ago,5
Matosinhos,restaurante,O Filipe,Jason Spooner,"Some of the best fish I ever had, with top silver service.  Would highly recommend a visit to this top restaurant.",a month ago,5
Matosinhos,restaurante,O Filipe,Sina Asefi,We ordered fish Rubalo ( khubalo ) amd for starter shrimp and bacalha and was really tasty and delicious,a year ago,5
Matosinhos,restaurante,O Filipe,Guido Piedade,"Very good food and decent service, unfortunately it was rather pricey.
But, if price is not a factor, it's definitely worth a dinner visit.",a year ago,4
Matosinhos,restaurante,Mercado - Food & Drinks,Saengi S,"The service, food and price were so good! Glad I made a stop here before I left Porto. I rarely comment on service, but this is one of the best service I've had at a restaurant. Hugo was very friendly and charismatic. He gave me a goose barnicle to try before I ordered, showed me the fresh shellfish that they had available for me to choose from. The restaurant had its own peri peri sauce and when I told him I've been chasing this flavor my whole trip, he gave me a bottle to take back. The food was also amazing and reasonably priced! I expected to pay much more because everything was by weight, so I had no idea what I was getting myself into, but it was really reasonable. I highly recommend a visit!",2 months ago,5
Matosinhos,restaurante,Mercado - Food & Drinks,Kate Anderson,"Excellent. Super friendly, helpful waiting staff who are really good at letting you know how to select fish to buy that they will then cook, and also helping you to do the buying from the stalls. We had bread, olives, three starters, a large flat fish and 4 glasses of wine and 2 coffees for 90 euros. Really good value for great fresh food.",a month ago,5
Matosinhos,restaurante,Mercado - Food & Drinks,David Lai,"Lively fish market surrounded by assorted restaurants that will cook and serve whatever you buy from the market.  We got a sea bass and a few sardines.  The lady at the market cleaned the fish.  We went to Taberna Lusitana which is right there at the market, and they cooked it to perfection, and it was served with some potatoes, bread, and we ordered drinks.  Very reasonably priced.  Great service from the wait staff with great sense of humor.",6 months ago,5
Matosinhos,restaurante,Mercado - Food & Drinks,Helen Tsang,"One of our most memorable meals during our trip to Porto. Ricardo and Silva were brilliant hosts, the whole team were attentive and explained the different selections of seafood. You must try the goose barnacles and the fish soup with copious amounts of their homemade chilli oil, it was simply delicious. And the fish is from the market! I would go early in the day so you can pick your own to get the full experience, but going in the evening is still good!",a week ago,5
Matosinhos,restaurante,Mercado - Food & Drinks,Jersey Joe,"Great place for lunch or dinner. Went during the open market and picked out fresh fish (sea bass) which the restaurant expertly prepared with tasty side dishes of olives, bread and butter, and mixed salad. The fish soup is out of this world. Impeccable friendly service too!",7 months ago,5
Matosinhos,restaurante,O Gaveto,Bert Van Loock,"This wonderful restaurant, recommended by a good friend of ours, was well worth the 30 minute Uber ride from Vilanova de Gaia. The food quality was extraordinary, the fish and shrimp were swim-fresh and cooked to perfection. We had boiled bouquet shrimp (camarão da costa) and clams as starters, followed by a deliciously grilled wild seabass. The waiter insisted on serving us the home-made almond tart as a desert, accompanied by a 10-year old Madeira (verdelho). We picked a delicious sparkling wine from the Bairrada region to accompany the entire meal:  “Agua Viva”. Prices were very reasonable considering the quality of food. A memorable dinner for sure. Will be back!  Highly recommended!",6 months ago,5
Matosinhos,restaurante,O Gaveto,Malgorzata Balinska,"**O Gaveto**

This is not just a restaurant; it's a philosophy. The owner personally greets guests, the staff is both professional and friendly, with an immense knowledge of wines, and the dishes are made from fresh, regional ingredients...

Attention to every detail ensures that, upon entering, you feel taken care of, with everyone knowing how to cater to your utmost satisfaction.

I highly recommend it to those for whom a restaurant is synonymous with a passion passed down through generations and an exceptional commitment to quality service and guest satisfaction.",7 months ago,5
Matosinhos,restaurante,O Gaveto,Maggie,"Good quality food and fair value for money, but the service was cold and unfriendly. We ordered the Arroz Marisco for two, which came in a large pot and was served by the waiter. Unfortunately, he was inattentive, and I ended up pouring the water and wine myself. The cuisine was excellent, but the service needs improvement, you have the feeling you aren’t welcomed. Prices are on the higher side.",6 months ago,3
Matosinhos,restaurante,O Gaveto,mark pringle,"Very enjoyable dining experience.   Lovely helpful staff, I cannot emphasize enough the high level of service we received here, ten star establishment.    Fresh seafood prepared beautifully and served with care.   Highly recommended. I did not take any pictures as I was not planning to review but was so pleased with the restaurant I had to post something",a month ago,5
Matosinhos,restaurante,O Gaveto,Sergio G,"It is a very good restaurant with a seafood specialization. There is a great choice of live lobsters and crab as well as fresh fish, seafood and shrimps. The wine list is good and sufficient. The dishes are rather simple but tasty. The service is good and rapid.",a year ago,5
Matosinhos,restaurante,Tito 2,Osvaldas Vainauskas,"We started with the mussels and the grilled squid which were deliciously prepared.

For the main, the staff were very helpful in picking the fish. We went with the Turbot which was roughly 40€ for the 1kg and came with a side of potatoes and cabbage. The house wine was also really cheap at 8€ for the bottle. The way the waiter carved the fish was very expert!

A very enjoyable dinner!",a week ago,5
Matosinhos,restaurante,Tito 2,Samantha,"Food was pretty good but the bacalhau was not so tasty. The rest was fresh and really good especially the pulpo salad!
Staff was friendly",2 months ago,4
Matosinhos,restaurante,Tito 2,Carolina Bustamante,Hands down one of the best restaurants in Porto. The fish is fresh and very flavorful. We like it so much we came back the next day to try other things.,6 months ago,5
Matosinhos,restaurante,Tito 2,Jimmi T,"Delicious and fresh quality seafood in Matosinhos. Good price points and friendly service, must go in Porto!",3 weeks ago,5
Matosinhos,restaurante,Tito 2,Anna Viktorova,"tasty food, fair prices, excellent service
the food on photo costed 13.5 euro - an enormous portion for one person :)",2 months ago,5
Matosinhos,restaurante,Dom Zeferino,Fabio Biocchetti,"I came here first because a local friend of mine, Tozé, knows the restaurant's owner (Zeferino) and told me that this is one of the best restaurants in the area. He was right.

Dom Zeferino is an excellent restaurant, the staff is friendly and attentive and the food is delicious. Portions are generous and ingredients are top quality, everything is prepared with skill. So far, my favorite dish is ""Polvo no forno"", but anything I've tried was exquisite.

I already went back and looking forward to going again soon. 🙌",8 months ago,5
Matosinhos,restaurante,Dom Zeferino,Derek Hohn,"This restaurant exemplifies Porto’s charm and warmth. They not only serve incredible food in their second generation restaurant but somehow make foreigners like myself feel welcomed like family.

5 stars is not enough praise to share how incredible this local restaurant is!",a year ago,5
Matosinhos,restaurante,Dom Zeferino,Jonathan Gleeson,"What a great find and by far the nicest meal we had in our 4 day break to Porto - my wife and I were walking round - overwhelmed by the fabulous choice but we headed away from the main road and were Completely drawn in by the wonderful owner and friendly welcome. The family run restaurant offered all that was fresh and we had turbot, perfectly salted and grilled with new potatoes and mixed veg…..all served with a fabulous Douro white. The local fish cake with sides of olives, bread, charcuterie as a starter was traditional and delicious . The desserts looked great but we declined as we well both full and we were given the family produced tawny port to round off a memorable and enjoyable meal. Great value - all for under €80 but the food, atmosphere and welcome were what we both remember. Thank you - obrigado!!!!",2 months ago,5
Matosinhos,restaurante,Dom Zeferino,Per Elis Jansson,"Two unusually silent guys serving us; did their job but that was it - maybe language issue... food was great, had fish soup (with bones) and oven baked octopus which was super tender. Opportunity on the presentation but overall good value for money. Four stars.",3 years ago,4
Matosinhos,restaurante,Dom Zeferino,Dimitra Tr,"Excellent food, it's a must if you're around matosinhos. I suggest the steak with shrimps and the bacalhau de dom zeferino. Everything was amazing and the service was perfect. Great restaurant 👌",9 months ago,5
Matosinhos,restaurante,A Chalandra - Restaurante,Angela Pereira,"As a local it's not that common to get surprised with Portuguese food restaurants .. and I am most definitely a foodie. I also love to cook, hence I am quite demanding in terms of quality. But this restaurant was incredible. The food was delicious and the service was outstanding. Another very interesting aspect is that they offer a very balanced menu that includes a huge variety of fish and seafood, but also several high quality meat dishes, which is not very normal in this area characterised mainly by fish and seafood restaurants. Therefore, as a local, I totally advise locals and tourists to try this food ""heaven"" and enjoy.",a week ago,5
Matosinhos,restaurante,A Chalandra - Restaurante,Madina Jumagulova,"I could say it's a fantastic place to visit! There are so many delicious foods to try! The price for such quality is democratic! Moreover,  the staff is friendly. They kindly suggested me to try 2 diffeent types of Porto!
Thanks a lot for the hospitality! I will never forget your kindness, tasty and plentifull food!
Recommend to visit them!",a year ago,5
Matosinhos,restaurante,A Chalandra - Restaurante,Iwona Gaura,Brilliant restaurant with most fresh and tastiest fish in Porto! The staff was EXTREMELY nice and helpfull! We'll definitely come back even just for the wonderful and funny Jorge who made our lunch even better! We tasted a really smooth pudding made from a recipe from 1925 which was shown to us! Really recommend!,7 years ago,5
Matosinhos,restaurante,A Chalandra - Restaurante,Julio Gomez Seco,"Excellent experience. We went looking for seafood and we found it: fresh, delicious  and made us enjoy the moment. The Albarihno wine also was perfect combined with the seafood. Sonia, our waitress help us to choose and showed a great professionalism and experience which made our experience even better. Thanks Ms Sonia, looking forward to coming back soon!!",3 years ago,5
Matosinhos,restaurante,A Chalandra - Restaurante,Verónica Díaz,"We had dinner and it was tasty, nice seafood, the service was great that was the highlight of the night, one thing is that the food had a LOT of oil and it was way too much, everything was dripping in olive oil, they need to take it easy, at least we know we will have a healthy heart after this lol, but overall I think this place deserve 4 start just because of the great service and friendly staff.",2 years ago,4
Matosinhos,restaurante,Restaurante O Xarroco,Sérgio De Sousa,"Summary: Prices are completly insane but the food is good.

We had squid on garlic and small fried sardines as starter. Both great options, again the price is insane. 14eur each, it is not normal.

Then we had salmon, bream and more sautéed squid with peppers and rice, all tasted great. It won't blow your mind, it tastes good as you would expect.

The side dishes come in a bit too much on the smaller side of sizing and are a bit more mid.

The prices should be half of what they are. Nothing justifies the pricing. I would skip this place.",5 months ago,4
Matosinhos,restaurante,Restaurante O Xarroco,Yahya Abdulkarim,"one of the best restaurants i have visited
excellent service, very delicious seafood,
all grilled fish,shrimp with garlic sauce, frid sardines,...all 👌🏽we ordered so many dishes.
it looks like homemade done with love.
worth visiting again. thanks.",11 months ago,5
Matosinhos,restaurante,Restaurante O Xarroco,MARTA Snow,The waiters were very nice unfortunately the food was over salted and the octopus over cooked. 3x interrupted during our meal by walking people selling products and sellers would insist even though we've asked to be left alone. The restaurant staff would see and not do anything about it. Maybe it's normal for them to have people interrupted.,2 weeks ago,2
Matosinhos,restaurante,Restaurante O Xarroco,Iri,"The restaurant was recommended to us by a friend from Porto and it definitely did not disappoint! We had sardines and sea bream, and both were fresh and delicious!

The service was great and felt personable. The restaurant was empty around 3pm and we were unsure as to why because the food was really good.",a year ago,5
Matosinhos,restaurante,Restaurante O Xarroco,Slava Rom,The seafood is very good and tasty. Service is good.  The owner is always there come to see and talk to customers. Highly recommended.,a year ago,5
Matosinhos,restaurante,A Marisqueira de Matosinhos,Volodymyr Trotsiuk,"A fantastic seafood experience!
We had a wonderful dinner at A Marisqueira de Matosinhos. The quality of the food was truly outstanding — everything tasted fresh and perfectly prepared. The mussels were absolutely delicious, one of the highlights of the meal. We also appreciated the excellent wine recommendation, which paired beautifully with the seafood.

A special mention to our waiter, Nuno, who was exceptionally friendly and attentive. He created a warm and relaxed atmosphere that made the evening even more enjoyable.",3 weeks ago,5
Matosinhos,restaurante,A Marisqueira de Matosinhos,Jacquelyn B,"I arrived around 9:30 and the restaurant was pretty busy. Thankfully the was an empty seat at the bar. The service here is phenomenal!! Américo was so kind! The food was also really great. I ordered the fish soup and seafood rice!
Would definitely recommend!",4 months ago,5
Matosinhos,restaurante,A Marisqueira de Matosinhos,Jason Jennings,"Amazing restaurant about 25 mins drive from my hotel on the banks of the douro. For a Tuesday night this place was rammed. With a chefs table around the kitchen. Fresh fish and other fresh seafood. I had the clams, som oysters and then the turbot. Fabulous. Perfectly cooked  Fresh seafood with strawberries and chantily cream to finish. Must go to restauran",5 months ago,5
Matosinhos,restaurante,A Marisqueira de Matosinhos,Camila Francischinelli,"This place is great if you are a seafood lover! An aquarium in the entrance shows several lobsters that you can select for your meal.
They also have a seafood counter with magnificent shrimps (go for the red ones, they are expensive but by far the best), crabs, oysters and other shellfish options.
There is a great wine selection and the atmosphere is also great. A must go to anyone that loves seafood!",a year ago,5
Matosinhos,restaurante,A Marisqueira de Matosinhos,Scott Murphy,"10 stars ⭐️! Fresh seafood, choices galore, top notch service (Obrigado Alberto), amazing wine list, and an all locals crowd. The tiger prawns from Mozambique, local shrimp and sole, fresh green beans and potatoes were off the charts!  The Vinho Brancho from Douro was succulent and the local cognac from Porto was a beautiful finish to an incredible lunch.",7 months ago,5
Matosinhos,restaurante,Restaurante O Alves,Carlos Ruiz Bonnet,"Great food season well, excellent service and received a very warm welcome. Must try dessert, enjoy!",a month ago,5
Matosinhos,restaurante,Restaurante O Alves,H,"What amazing restaurant
Visited for first time
Very quite, view is sea 🌊 friendly staff
The food is really good
Dessert is beyond the taste
Price is a little bit high but worth it
Highly recommend 🌟",5 months ago,5
Matosinhos,restaurante,Restaurante O Alves,O. N.,"A fine Portuguese restaurant in Leca da Palmeira within a walking distance to the beach.  The great, professional, efficient service is what sets this restaurant apart.  Upon arrival, several choices delicious ""couverts"" are brought to the table to choose from.  The fish spread and the cheese were very delicious.  We ordered grilled shrimp, which came with a huge plate of homemade fries for sharing.  We ended the meal with chocolate mousse which needs some improvement on the optics.  The restaurant was packed with guests and all the tables were taken within less than an hour of opening.",8 months ago,4
Matosinhos,restaurante,Restaurante O Alves,Jo Ashford,"Stumbled upon this place and it ticked every box. Wonderful friendly service, made to feel like royalty and great food! Sergio our fabulous waiter selected for us and the choices were amazing!!! Thank you for a great night and looking after us.",11 months ago,5
Matosinhos,restaurante,Restaurante O Alves,Peter van Galen,"Beautiful Restaurant with Mixed Experiences in Leça da Palmeira

I recently visited a beautiful place in Leça da Palmeira, and from the outside, it looks amazing! The starters, particularly the soup, were reasonably priced and of great quality, which set a positive tone for our meal.

However, the main course was a bit disappointing. We ordered the special of the day, a sole fillet, and it was unfortunately overcooked and dry. At €55.00, I expected a lot more. The waiter was sweet and tried to make up for it by offering free desserts, which was a nice gesture, but it still didn’t meet the expectations set by the restaurant’s upscale appearance.

On a positive note, the wine from the Dão region was fantastic and complemented the meal well. Overall, while the ambiance and starters were lovely, the main course experience left much to be desired.",6 months ago,2
Matosinhos,restaurante,Terra à Vista,Suzanne Palmer,"Delicious food,  amazing desserts, excellent service",a month ago,5
Matosinhos,restaurante,Terra à Vista,Νικολέτα Καραθανάση,"One of the best experiences in Porto. You can choose the fish and they cook it for you. The waiters are vey friendly, best service ever!",a month ago,5
Matosinhos,restaurante,Terra à Vista,Eldon Fung,"If you expect to pay €7 per person for cooking, beware! They will charge you EXTRA €5.5 person for anything other than fish! We ordered clams and thought they would only charge us the fries and drinks . However, when we checked out, we needed to pay €12.5 person person just for their cooking services. That’s why almost all people are going to the restaurant next to them.",3 months ago,1
Matosinhos,restaurante,Terra à Vista,ROBIN MAGOT,"Amazing place to have lunch. 🍽

🐠 Fresh fish from the Market (5m away)
😊 The staff is adorable
👨🏻‍🍳 The chef fries the fishes and cooks the dishes perfectly
💰 The price is very honest.

Thank you very much.",3 years ago,5
Matosinhos,restaurante,Terra à Vista,Chris Bing,"Fish from the market. You buy it, they cook it. Wine was decent. Good value. Friendly service. Yummy prawns, but they were shelled but not deveined.",2 years ago,4
Matosinhos,restaurante,Thamel Restaurant Matosinhos,Katie Atkinson,"Lovely location with beach view, food is excellent, service is superb - Thamel is always a good option when in Matosinhos! They don't close in the afternoon like many restaurants and have an outdoor patio with ample seating, perfect for an afternoon drink, or sangria and sunset. Highly recommend!",a month ago,5
Matosinhos,restaurante,Thamel Restaurant Matosinhos,Sabine Wyatt,"We were a group of five coming in at 8pm on a Saturday with no reservation. The only table left would be a tight squeeze for us all to fit and the manager told us it wouldn’t be the most comfortable but we took the table anyways. The staff was incredibly nice and welcoming, and offered us a better table once one became free not long after. The food was great and well-priced. We will definitely be coming back, this restaurant has something special!",a month ago,5
Matosinhos,restaurante,Thamel Restaurant Matosinhos,Chiara Fortuna,We spent a wonderful evening with great food and amazing service. Our server Indra was very friendly and willing to present the dishes to us. The variety of food was amazing and the portions abundant so we walked out completely stuffed for the reasonable price of 20€ each. I would highly recommend this to anyone interested in trying different types of cuisine with a great beach view.,2 weeks ago,5
Matosinhos,restaurante,Thamel Restaurant Matosinhos,Richard Simon Fridrich,"We stopped in for a quick drink when our friends said they’d be late, drawn in by their happy hour. No regrets - we enjoyed our drinks in a chill, lounge-style atmosphere with sea views and quick, friendly service. A “fancy” friend told me later that we missed out by not trying the food - he’s a picky eater but swears by their kitchen. Guess that’s reason enough to go back!",5 months ago,5
Matosinhos,restaurante,Thamel Restaurant Matosinhos,Barbara David Haney,Wonderful lunch today! Our first visit and we highly recommend. Great food and lovely views! And the rosé sangria was so refreshing.  We’ll be back!,a month ago,5
Matosinhos,restaurante,Restaurante D' Outro Mundo,Sophie Sukach,"We had a delicious dinner at this restaurant. The selection and description of the dinner dishes pleasantly surprised us, offering dishes that are rarely found done well in Matosinhos. The atmosphere was calm; we arrived quite early for dinner, so the place was completely empty, and we enjoyed the quiet and soft music. The staff were nice, though our waiter was a bit rushed. When we came back for lunch the next day, the restaurant was fully seated, and it was quite noisy with a lot of hustle and bustle. It’s worth noting that the restaurant has different menus for breakfast, lunch, and dinner. I definitely recommend this place for a fancy dinner.",5 months ago,4
